Rk	Player	Age	Team	Pos	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	Awards
11.0	LaMelo Ball	23.0	CHO	PG	22.0	22.0	742.0	11.2	26.2	0.425	4.8	13.9	0.346	6.4	12.4	0.514	0.517	5.0	5.9	0.844	0.9	4.8	5.7	7.9	1.4	0.2	4.4	4.0	32.1	
12.0	Nikola Jokić	29.0	DEN	C	25.0	25.0	929.0	11.4	20.0	0.567	2.2	4.4	0.5	9.1	15.6	0.586	0.622	4.8	6.0	0.795	3.3	8.9	12.2	9.1	1.6	0.6	3.5	2.0	29.7	
13.0	Paolo Banchero	22.0	ORL	PF	5.0	5.0	182.0	9.5	19.2	0.495	2.2	6.3	0.344	7.3	12.9	0.569	0.552	7.5	11.7	0.644	2.4	6.3	8.7	5.5	0.6	0.8	2.2	2.6	28.7	
14.0	Jayson Tatum	26.0	BOS	PF	27.0	27.0	988.0	9.4	20.3	0.466	3.9	10.4	0.375	5.5	9.9	0.561	0.562	5.7	7.1	0.805	0.6	8.7	9.3	5.5	1.1	0.5	2.8	2.5	28.5	
15.0	Luka Dončić	25.0	DAL	PG	22.0	22.0	785.0	9.9	21.4	0.464	3.4	9.7	0.354	6.5	11.6	0.555	0.544	5.1	6.7	0.767	0.7	7.7	8.4	7.9	2.0	0.4	3.4	2.7	28.4	
16.0	Victor Wembanyama	21.0	SAS	C	25.0	25.0	822.0	9.9	20.7	0.48	3.7	10.4	0.357	6.2	10.3	0.604	0.57	4.2	4.8	0.882	2.1	9.1	11.2	4.2	1.2	4.3	3.9	2.2	27.9	
17.0	Jaren Jackson Jr.	25.0	MEM	C	29.0	29.0	813.0	10.0	19.9	0.502	2.3	6.5	0.349	7.7	13.5	0.576	0.559	5.4	6.6	0.807	1.7	6.0	7.7	2.1	1.8	2.2	2.6	4.2	27.6	
18.0	Joel Embiid	30.0	PHI	C	9.0	9.0	252.0	8.7	20.3	0.43	1.6	5.4	0.289	7.1	14.9	0.481	0.468	8.4	8.9	0.952	1.9	7.1	9.0	5.0	0.9	1.1	4.0	3.1	27.4	
19.0	Luka Garza	26.0	MIN	C	9.0	0.0	46.0	11.0	19.6	0.56	1.6	6.3	0.25	9.4	13.3	0.706	0.6	3.9	6.3	0.625	3.1	5.5	8.6	0.8	0.8	0.0	2.3	3.1	27.4	
20.0	Kevin Durant	36.0	PHO	PF	19.0	19.0	679.0	9.7	19.0	0.511	2.5	6.1	0.409	7.2	12.9	0.56	0.577	5.4	6.4	0.843	0.4	6.2	6.6	4.0	0.8	1.2	3.2	1.8	27.3	
21.0	Ja Morant	25.0	MEM	PG	19.0	19.0	529.0	9.1	20.6	0.444	1.9	6.3	0.304	7.2	14.3	0.505	0.49	7.0	8.4	0.837	0.9	5.0	5.9	10.3	1.4	0.5	5.0	2.0	27.2	
22.0	Anthony Davis	31.0	LAL	C	29.0	29.0	1001.0	9.7	18.7	0.52	0.7	2.3	0.302	9.0	16.4	0.55	0.539	6.7	8.7	0.772	2.7	9.2	11.9	3.5	1.3	2.2	2.3	2.0	26.8	
23.0	Cam Thomas	23.0	BRK	SG	17.0	17.0	568.0	8.7	18.8	0.461	3.1	8.0	0.389	5.6	10.8	0.515	0.544	6.1	7.1	0.866	0.4	3.1	3.5	3.6	0.8	0.1	3.0	2.2	26.6	
24.0	Franz Wagner	23.0	ORL	SF	25.0	25.0	829.0	9.6	20.5	0.465	2.2	6.9	0.321	7.3	13.6	0.538	0.519	5.2	5.9	0.881	1.0	5.1	6.1	6.2	1.9	0.5	2.6	2.5	26.5	
25.0	Donovan Mitchell	28.0	CLE	SG	29.0	29.0	919.0	9.4	20.8	0.453	4.2	10.4	0.408	5.2	10.4	0.498	0.555	3.4	4.3	0.798	0.5	4.7	5.2	5.2	1.8	0.3	2.4	2.4	26.4	
26.0	Norman Powell	31.0	LAC	SG	23.0	23.0	760.0	9.1	18.4	0.495	4.2	8.8	0.473	4.9	9.6	0.515	0.608	3.9	4.7	0.838	0.3	3.3	3.6	2.8	1.3	0.2	2.2	2.3	26.3	
27.0	Zion Williamson	24.0	NOP	PF	6.0	6.0	186.0	9.1	20.1	0.452	0.4	1.2	0.333	8.7	19.0	0.459	0.462	7.7	11.6	0.667	3.1	6.2	9.3	6.2	0.8	1.4	4.3	3.5	26.3	
28.0	Karl-Anthony Towns	29.0	NYK	C	28.0	28.0	951.0	9.2	17.1	0.538	2.4	5.3	0.447	6.8	11.8	0.579	0.607	5.3	6.3	0.843	3.1	11.4	14.5	3.7	0.9	1.0	2.7	3.8	26.1	
29.0	Stephen Curry	36.0	GSW	PG	24.0	24.0	748.0	8.5	19.2	0.444	4.9	11.9	0.411	3.6	7.3	0.497	0.571	4.0	4.4	0.923	0.5	5.1	5.5	7.6	1.3	0.6	3.6	1.2	26.0	
30.0	De'Andre Hunter	27.0	ATL	SF	20.0	2.0	564.0	8.4	17.2	0.487	3.5	8.0	0.44	4.9	9.2	0.528	0.589	5.7	6.3	0.899	0.8	4.5	5.2	1.6	0.9	0.2	1.8	3.1	25.9	
31.0	Bones Hyland	24.0	LAC	PG	12.0	0.0	137.0	7.9	19.2	0.411	6.0	13.7	0.442	1.8	5.5	0.333	0.568	3.9	4.7	0.833	0.8	2.6	3.4	3.7	2.9	1.1	3.9	3.9	25.8	
32.0	Jalen Brunson	28.0	NYK	PG	30.0	30.0	1035.0	8.6	18.0	0.48	2.7	6.5	0.422	5.9	11.5	0.512	0.556	5.5	6.8	0.815	0.5	2.6	3.1	8.0	0.8	0.1	2.5	2.4	25.5	
33.0	Damian Lillard	34.0	MIL	PG	22.0	22.0	800.0	7.8	17.4	0.45	3.4	9.2	0.371	4.4	8.2	0.538	0.548	6.4	7.0	0.916	0.5	3.9	4.5	7.5	1.0	0.2	3.0	1.9	25.5	
34.0	Anthony Edwards	23.0	MIN	SG	29.0	29.0	1042.0	9.0	20.3	0.445	4.1	9.9	0.418	4.9	10.4	0.47	0.547	3.2	3.9	0.807	0.7	4.9	5.6	4.0	1.4	0.6	3.1	1.9	25.4	
35.0	De'Aaron Fox	27.0	SAC	PG	31.0	31.0	1154.0	9.4	19.4	0.482	2.0	6.0	0.332	7.4	13.4	0.549	0.533	4.6	5.7	0.81	1.1	3.8	4.9	5.9	1.5	0.3	3.3	2.6	25.4	
36.0	Cam Whitmore	20.0	HOU	SF	12.0	0.0	151.0	9.8	21.9	0.446	2.1	9.3	0.231	7.6	12.6	0.604	0.495	3.6	5.2	0.682	2.4	4.3	6.7	1.4	1.2	0.5	1.9	2.4	25.3	
37.0	Jeenathan Williams	25.0	HOU	SG	3.0	0.0	10.0	10.8	14.4	0.75	3.6	7.2	0.5	7.2	7.2	1.0	0.875	0.0	0.0		0.0	10.8	10.8	0.0	3.6	0.0	0.0	0.0	25.2	
38.0	Tyrese Maxey	24.0	PHI	PG	22.0	22.0	816.0	8.7	20.7	0.421	3.1	9.2	0.337	5.6	11.6	0.489	0.496	4.4	5.4	0.82	0.2	3.5	3.7	5.2	2.0	0.4	2.1	2.3	25.0	
39.0	RJ Barrett	24.0	TOR	SG	26.0	26.0	891.0	9.1	19.6	0.461	2.1	5.9	0.349	7.0	13.7	0.509	0.513	4.7	6.5	0.725	1.0	6.1	7.2	6.6	0.7	0.4	3.6	2.6	24.8	
40.0	Devin Booker	28.0	PHO	SG	26.0	26.0	951.0	7.8	17.9	0.439	2.6	7.6	0.345	5.2	10.3	0.507	0.512	6.4	7.1	0.899	1.1	2.5	3.6	6.3	1.1	0.3	2.2	2.2	24.7	
41.0	Moritz Wagner	27.0	ORL	C	30.0	1.0	564.0	8.9	15.9	0.562	1.7	4.8	0.36	7.2	11.1	0.649	0.616	5.0	7.0	0.718	2.6	6.9	9.4	2.7	1.5	0.8	3.1	3.5	24.6	
42.0	Mark Williams	23.0	CHO	C	8.0	5.0	129.0	10.3	16.2	0.638	0.0	0.0		10.3	16.2	0.638	0.638	3.9	5.3	0.737	5.0	8.9	14.0	4.7	1.1	1.7	1.1	4.5	24.6	
43.0	Darius Garland	25.0	CLE	PG	29.0	29.0	869.0	8.7	17.7	0.493	3.6	8.1	0.444	5.1	9.6	0.534	0.595	3.4	3.7	0.933	0.7	2.4	3.1	7.7	1.2	0.3	2.9	2.7	24.5	
44.0	Kyrie Irving	32.0	DAL	SG	27.0	27.0	952.0	9.1	18.5	0.491	3.1	7.1	0.444	5.9	11.4	0.52	0.576	3.2	3.6	0.894	1.1	3.6	4.7	5.2	1.1	0.3	2.1	2.2	24.5	
45.0	Tyler Herro	25.0	MIA	SG	28.0	28.0	982.0	8.5	18.1	0.471	4.1	10.0	0.405	4.4	8.0	0.553	0.583	3.3	3.9	0.85	0.4	5.5	5.8	5.0	0.8	0.1	2.6	1.5	24.4	
46.0	Immanuel Quickley	25.0	TOR	PG	3.0	3.0	68.0	8.5	22.2	0.381	3.2	8.5	0.375	5.3	13.8	0.385	0.452	4.2	4.8	0.889	0.5	2.6	3.2	6.4	1.1	0.0	2.1	3.7	24.4	
47.0	Jordan Poole	25.0	WAS	SG	26.0	26.0	821.0	7.8	18.2	0.432	4.0	9.9	0.407	3.8	8.2	0.463	0.543	4.6	5.5	0.84	0.4	2.6	3.0	5.7	1.8	0.6	4.0	3.9	24.3	
48.0	Brandon Ingram	27.0	NOP	SF	18.0	18.0	595.0	9.4	20.1	0.465	2.6	7.0	0.374	6.8	13.2	0.514	0.53	2.8	3.3	0.855	1.0	5.0	6.1	5.6	1.0	0.7	4.2	2.7	24.2	
49.0	Kristaps Porziņģis	29.0	BOS	C	11.0	11.0	299.0	8.1	17.8	0.453	2.6	8.1	0.328	5.4	9.8	0.556	0.527	5.4	6.4	0.849	1.8	6.6	8.4	2.2	1.0	1.9	1.0	2.9	24.2	
50.0	Jaylen Brown	28.0	BOS	SF	25.0	25.0	891.0	8.7	19.6	0.444	2.3	7.2	0.322	6.4	12.5	0.515	0.503	4.3	5.9	0.728	1.4	4.6	6.1	4.7	1.3	0.3	2.9	2.5	24.1	
51.0	LeBron James	40.0	LAL	SF	28.0	28.0	981.0	9.2	18.6	0.496	2.1	5.8	0.357	7.2	12.8	0.559	0.551	3.6	4.7	0.767	1.0	7.1	8.1	9.2	0.8	0.6	4.0	1.4	24.1	
52.0	Zach LaVine	29.0	CHI	SF	27.0	27.0	899.0	8.6	17.2	0.501	3.7	8.2	0.451	4.9	9.0	0.547	0.608	3.2	3.8	0.823	0.2	4.6	4.9	4.6	0.9	0.3	3.2	1.9	24.1	
53.0	Cade Cunningham	23.0	DET	PG	27.0	27.0	979.0	9.0	20.0	0.449	2.4	6.5	0.373	6.5	13.5	0.486	0.51	3.7	4.6	0.8	1.0	5.8	6.8	9.7	0.8	0.9	4.4	2.8	24.0	
54.0	Bryce McGowens	22.0	POR	SG	1.0	0.0	3.0	12.0	24.0	0.5	0.0	12.0	0.0	12.0	12.0	1.0	0.5	0.0	0.0		0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	24.0	
55.0	Jalen Williams	23.0	OKC	SG	29.0	29.0	938.0	9.4	19.3	0.484	2.2	5.8	0.38	7.2	13.6	0.528	0.541	3.0	3.8	0.806	1.0	5.5	6.5	5.6	2.0	0.8	2.6	3.0	23.9	
56.0	James Harden	35.0	LAC	PG	29.0	29.0	984.0	6.7	17.2	0.389	3.0	8.7	0.345	3.7	8.5	0.435	0.477	7.0	7.8	0.893	0.6	6.3	6.9	8.6	1.6	0.7	4.9	2.1	23.4	
57.0	Nikola Vučević	34.0	CHI	C	30.0	30.0	957.0	9.4	16.2	0.581	2.3	5.1	0.456	7.1	11.1	0.639	0.653	2.2	2.6	0.853	2.3	8.7	11.0	3.6	0.9	0.8	1.9	2.6	23.3	
58.0	Trentyn Flowers	19.0	LAC	SF	1.0	0.0	14.0	10.3	23.1	0.444	0.0	5.1	0.0	10.3	18.0	0.571	0.444	2.6	2.6	1.0	2.6	7.7	10.3	0.0	0.0	0.0	2.6	7.7	23.1	
59.0	Dariq Whitehead	20.0	BRK	SF	4.0	0.0	28.0	7.7	14.1	0.545	7.7	12.9	0.6	0.0	1.3	0.0	0.818	0.0	0.0		0.0	3.9	3.9	1.3	3.9	1.3	3.9	1.3	23.1	
60.0	AJ Johnson	20.0	MIL	SG	5.0	0.0	11.0	9.8	19.6	0.5	3.3	3.3	1.0	6.5	16.4	0.4	0.583	0.0	0.0		0.0	6.5	6.5	3.3	0.0	0.0	6.5	0.0	22.9	
61.0	Moses Brown	25.0	IND	C	9.0	0.0	46.0	10.2	15.7	0.65	0.0	0.0		10.2	15.7	0.65	0.65	2.3	3.9	0.6	3.1	7.0	10.2	0.0	1.6	0.8	4.7	4.7	22.7	
62.0	Bol Bol	25.0	PHO	PF	7.0	0.0	37.0	8.8	14.6	0.6	1.0	4.9	0.2	7.8	9.7	0.8	0.633	3.9	5.8	0.667	3.9	6.8	10.7	1.0	0.0	0.0	2.9	1.0	22.4	
63.0	Chet Holmgren	22.0	OKC	C	10.0	10.0	265.0	7.6	15.1	0.505	1.9	5.0	0.378	5.7	10.1	0.568	0.568	5.2	6.7	0.776	2.2	9.6	11.8	2.7	1.1	3.5	3.1	2.4	22.3	
64.0	Brandon Miller	22.0	CHO	SF	23.0	23.0	793.0	7.8	19.4	0.4	4.0	11.5	0.352	3.7	7.9	0.471	0.505	2.8	3.1	0.897	1.0	4.4	5.3	3.9	1.1	0.8	3.0	2.9	22.3	
65.0	Lauri Markkanen	27.0	UTA	PF	24.0	24.0	765.0	6.8	15.3	0.445	3.2	8.4	0.382	3.6	7.0	0.52	0.549	5.3	6.0	0.882	2.1	5.4	7.4	2.3	0.8	0.2	1.6	1.9	22.1	
66.0	Julius Randle	30.0	MIN	PF	29.0	29.0	957.0	7.4	15.6	0.473	1.9	5.2	0.362	5.5	10.4	0.529	0.534	5.3	6.5	0.816	2.1	5.6	7.7	4.6	0.8	0.2	3.2	2.7	22.0	
67.0	Trae Young	26.0	ATL	PG	29.0	29.0	1046.0	6.7	16.8	0.398	2.7	8.3	0.329	4.0	8.5	0.464	0.478	5.9	6.7	0.877	0.6	3.1	3.8	12.0	1.3	0.1	4.5	2.1	22.0	
68.0	Evan Mobley	23.0	CLE	PF	28.0	28.0	850.0	8.5	15.0	0.569	1.1	2.8	0.415	7.4	12.2	0.604	0.608	3.8	4.8	0.781	2.6	8.1	10.7	3.4	1.3	1.7	2.5	2.5	21.9	
69.0	Collin Sexton	26.0	UTA	SG	29.0	27.0	820.0	7.7	16.1	0.481	2.5	5.7	0.434	5.3	10.4	0.506	0.557	4.0	4.4	0.891	1.0	2.2	3.2	4.7	1.0	0.1	3.3	3.0	21.9	
70.0	Jordan Clarkson	32.0	UTA	SG	18.0	2.0	470.0	7.4	18.0	0.409	2.7	8.0	0.333	4.7	10.0	0.469	0.483	4.4	5.4	0.803	0.8	4.0	4.7	5.7	1.3	0.3	3.4	2.2	21.8	
71.0	Jalen Green	22.0	HOU	SG	30.0	30.0	967.0	7.6	18.3	0.413	2.8	8.7	0.322	4.8	9.6	0.496	0.49	3.9	4.5	0.867	0.6	4.5	5.1	2.8	1.2	0.3	2.8	1.9	21.8	
72.0	Jonathan Kuminga	22.0	GSW	PF	27.0	10.0	688.0	8.1	18.4	0.44	1.7	5.2	0.32	6.4	13.2	0.488	0.486	3.9	6.4	0.615	1.7	4.7	6.4	2.8	1.3	0.8	2.1	2.7	21.8	
73.0	Jay Huff	26.0	MEM	C	27.0	1.0	410.0	7.6	14.7	0.515	3.9	9.4	0.411	3.7	5.3	0.7	0.647	2.7	3.6	0.756	1.5	5.1	6.6	1.9	0.7	2.8	1.5	4.1	21.7	
74.0	CJ McCollum	33.0	NOP	PG	18.0	18.0	601.0	8.4	19.5	0.429	2.8	8.5	0.324	5.6	11.0	0.511	0.5	2.2	3.2	0.685	0.8	3.4	4.2	4.4	1.2	0.5	1.9	2.6	21.7	
75.0	Andrew Wiggins	29.0	GSW	SF	25.0	25.0	725.0	7.5	16.3	0.459	2.9	6.8	0.426	4.6	9.6	0.482	0.547	3.8	4.9	0.786	2.0	3.4	5.5	2.9	1.1	0.9	1.4	2.2	21.7	
76.0	Jaylen Martin	21.0	BRK	SF	3.0	0.0	5.0	7.2	14.4	0.5	7.2	7.2	1.0	0.0	7.2	0.0	0.75	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	21.6	
77.0	Daniel Gafford	26.0	DAL	C	29.0	12.0	584.0	8.8	12.1	0.726	0.0	0.0		8.8	12.1	0.726	0.726	3.8	5.7	0.667	4.5	6.5	11.0	2.3	0.8	2.1	1.7	4.4	21.5	
78.0	Jared McCain	20.0	PHI	SG	23.0	8.0	592.0	7.7	16.7	0.46	3.1	8.1	0.383	4.6	8.6	0.532	0.553	3.0	3.4	0.875	0.8	2.6	3.4	3.6	0.9	0.0	2.3	2.3	21.4	
79.0	Alperen Sengun	22.0	HOU	C	30.0	30.0	927.0	8.3	17.4	0.48	0.4	1.8	0.239	7.9	15.6	0.507	0.492	4.2	5.5	0.768	3.9	8.4	12.3	6.1	1.4	1.2	2.7	3.1	21.4	
80.0	Cameron Johnson	28.0	BRK	PF	29.0	29.0	953.0	7.0	14.1	0.492	3.6	8.3	0.429	3.4	5.9	0.581	0.618	3.9	4.4	0.888	0.8	4.0	4.8	3.4	0.9	0.5	1.6	2.0	21.3	
81.0	Scottie Barnes	23.0	TOR	PF	18.0	18.0	612.0	7.8	17.4	0.449	1.8	6.2	0.283	6.1	11.2	0.542	0.5	3.8	5.2	0.727	1.9	6.3	8.2	7.6	1.4	0.7	3.7	2.5	21.2	
82.0	Malik Beasley	28.0	DET	SG	31.0	8.0	882.0	7.4	17.1	0.433	5.0	11.8	0.421	2.4	5.3	0.462	0.579	1.3	1.9	0.717	0.7	3.2	3.9	2.4	1.0	0.1	1.3	1.6	21.2	
83.0	Jimmy Butler	35.0	MIA	PF	20.0	20.0	627.0	7.0	12.7	0.552	0.6	1.6	0.357	6.4	11.1	0.58	0.575	6.6	8.4	0.782	2.9	3.7	6.6	5.6	1.4	0.5	1.5	1.1	21.2	
84.0	John Collins	27.0	UTA	PF	26.0	17.0	780.0	7.8	14.8	0.523	1.7	3.9	0.424	6.1	10.9	0.559	0.579	4.1	4.7	0.871	2.7	7.2	9.9	3.0	1.3	1.0	3.1	3.5	21.2	
85.0	Domantas Sabonis	28.0	SAC	C	28.0	28.0	1007.0	8.3	13.7	0.603	1.0	2.4	0.418	7.3	11.3	0.642	0.64	3.6	4.6	0.791	3.5	10.0	13.5	6.0	0.8	0.4	2.9	3.4	21.2	
86.0	Shaedon Sharpe	21.0	POR	SG	22.0	20.0	668.0	7.9	17.2	0.456	2.2	7.5	0.295	5.7	9.8	0.58	0.52	3.2	4.0	0.8	0.8	3.4	4.2	3.0	1.0	0.3	1.9	1.9	21.2	
87.0	Pascal Siakam	30.0	IND	PF	31.0	31.0	1060.0	8.1	15.5	0.523	2.0	4.7	0.435	6.0	10.8	0.562	0.589	3.0	3.8	0.779	1.8	5.7	7.5	3.5	1.0	0.3	1.5	3.2	21.2	
88.0	Devin Vassell	24.0	SAS	SG	15.0	4.0	400.0	7.8	16.7	0.468	3.0	7.7	0.388	4.9	9.1	0.535	0.556	2.6	3.2	0.829	0.8	2.7	3.5	3.5	1.3	0.5	2.3	2.8	21.2	
89.0	DeMar DeRozan	35.0	SAC	SF	26.0	26.0	918.0	7.7	16.1	0.48	0.7	2.2	0.309	7.1	13.9	0.507	0.501	5.0	5.9	0.853	0.5	3.3	3.9	4.0	1.5	0.4	1.6	2.0	21.1	
90.0	Buddy Hield	32.0	GSW	SG	29.0	5.0	675.0	7.5	16.7	0.45	4.7	11.4	0.418	2.8	5.3	0.52	0.593	1.3	1.4	0.923	0.9	4.2	5.1	2.0	1.3	0.5	2.0	3.0	21.1	
91.0	Ty Jerome	27.0	CLE	SG	29.0	2.0	521.0	7.7	14.9	0.519	2.8	6.6	0.432	4.9	8.4	0.587	0.613	2.8	3.1	0.911	1.2	3.0	4.2	6.9	2.4	0.1	2.4	3.1	21.1	
92.0	Jonas Valančiūnas	32.0	WAS	C	28.0	7.0	556.0	8.5	15.5	0.552	0.1	1.1	0.118	8.4	14.4	0.586	0.556	3.9	4.2	0.923	4.1	10.4	14.6	4.1	0.8	1.4	3.2	2.9	21.1	
93.0	Trey Murphy III	24.0	NOP	SF	18.0	16.0	605.0	7.3	16.1	0.45	3.1	8.7	0.356	4.2	7.4	0.56	0.546	3.2	3.6	0.883	0.9	4.0	4.9	2.5	1.2	0.7	1.8	2.4	20.8	
94.0	Tyler Smith	20.0	MIL	PF	11.0	0.0	38.0	8.5	13.3	0.643	2.8	7.6	0.375	5.7	5.7	1.0	0.75	0.9	1.9	0.5	0.9	8.5	9.5	0.9	0.0	2.8	2.8	3.8	20.8	
95.0	Dalano Banton	25.0	POR	PG	25.0	0.0	413.0	7.4	17.6	0.421	2.7	7.6	0.356	4.7	10.0	0.47	0.498	3.2	4.9	0.661	0.8	4.1	4.9	5.8	1.9	1.1	3.7	2.4	20.7	
96.0	Miles Bridges	26.0	CHO	PF	17.0	17.0	507.0	7.5	17.3	0.43	2.3	7.7	0.303	5.1	9.6	0.533	0.498	3.4	3.9	0.873	1.1	7.7	8.8	3.8	0.7	0.7	2.1	1.6	20.7	
97.0	Chris Duarte	27.0	CHI	SG	13.0	0.0	54.0	6.7	13.3	0.5	3.3	8.0	0.417	3.3	5.3	0.625	0.625	4.0	5.3	0.75	2.7	8.0	10.7	3.3	0.0	0.0	0.7	3.3	20.7	
98.0	Jaden Ivey	22.0	DET	SG	28.0	28.0	850.0	7.4	16.6	0.445	2.4	6.1	0.386	5.0	10.5	0.48	0.517	3.5	4.8	0.735	1.7	3.4	5.1	4.8	1.1	0.5	3.4	2.8	20.7	
99.0	Kyle Kuzma	29.0	WAS	PF	12.0	12.0	330.0	8.3	19.7	0.42	1.7	6.3	0.276	6.5	13.4	0.488	0.464	2.4	3.5	0.688	0.9	6.4	7.3	2.5	0.5	0.3	3.2	2.5	20.7	
100.0	Tre Mann	23.0	CHO	PG	13.0	0.0	319.0	7.9	18.2	0.435	2.7	6.8	0.4	5.2	11.4	0.455	0.509	2.1	2.4	0.905	1.4	2.9	4.3	4.4	0.8	0.5	2.8	2.7	20.7	
101.0	Khris Middleton	33.0	MIL	SF	8.0	3.0	177.0	7.3	16.5	0.444	2.8	6.3	0.452	4.5	10.2	0.44	0.531	3.3	4.1	0.8	0.4	5.9	6.3	8.9	1.8	0.4	4.1	4.3	20.7	
102.0	T.J. McConnell	32.0	IND	PG	30.0	0.0	597.0	9.3	16.5	0.566	0.4	1.2	0.35	8.9	15.3	0.583	0.578	1.5	2.0	0.758	1.1	3.6	4.7	8.0	2.2	0.5	2.8	1.9	20.6	
103.0	Chris Boucher	32.0	TOR	PF	28.0	0.0	512.0	7.4	15.8	0.467	2.3	7.7	0.303	5.1	8.2	0.621	0.54	3.2	4.2	0.767	2.8	6.0	8.8	1.4	1.2	1.4	1.5	2.9	20.3	
104.0	Gradey Dick	21.0	TOR	SG	26.0	26.0	833.0	6.8	16.2	0.421	2.8	8.0	0.353	4.0	8.3	0.487	0.508	3.8	4.3	0.889	0.9	2.9	3.8	2.5	1.0	0.3	2.0	2.7	20.3	
105.0	Bobby Portis	29.0	MIL	PF	28.0	4.0	698.0	8.5	17.5	0.482	2.0	5.2	0.38	6.5	12.4	0.525	0.538	1.4	1.9	0.757	2.5	8.7	11.2	3.1	1.0	0.8	1.9	2.4	20.3	
106.0	Marvin Bagley III	25.0	WAS	C	19.0	1.0	166.0	8.2	15.4	0.535	0.4	2.2	0.2	7.8	13.2	0.59	0.549	3.3	5.0	0.652	5.9	6.3	12.1	1.5	1.5	1.1	2.4	2.6	20.2	
107.0	Bradley Beal	31.0	PHO	SG	19.0	19.0	644.0	7.8	15.3	0.507	2.5	6.1	0.4	5.3	9.2	0.579	0.588	2.1	2.7	0.771	0.7	3.4	4.1	3.4	1.2	0.7	2.5	3.0	20.1	
108.0	Malcolm Brogdon	32.0	WAS	PG	13.0	10.0	321.0	7.2	15.6	0.46	1.2	3.7	0.333	5.9	11.9	0.5	0.5	4.3	5.0	0.844	1.3	4.7	6.1	4.8	0.8	0.4	2.4	2.5	19.9	
109.0	Anfernee Simons	25.0	POR	SG	27.0	27.0	836.0	7.0	17.2	0.408	2.8	8.9	0.32	4.2	8.4	0.5	0.49	2.9	3.2	0.907	0.4	2.6	3.0	5.6	1.2	0.1	2.8	2.2	19.8	
110.0	Jalen Suggs	23.0	ORL	PG	30.0	30.0	900.0	6.8	16.8	0.408	2.6	8.6	0.301	4.2	8.1	0.522	0.486	3.5	3.8	0.916	0.8	4.3	5.1	4.7	1.8	1.2	3.7	3.3	19.8	
111.0	Desmond Bane	26.0	MEM	SG	23.0	22.0	643.0	7.3	15.8	0.463	2.6	7.3	0.354	4.8	8.6	0.556	0.544	2.5	2.9	0.846	1.1	6.5	7.6	6.0	1.4	0.6	2.9	3.4	19.7	
